Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30,9426.110352,9477.139648,9166.809570,9240.549805,9240.549805,8673920000
2018-05-01,9251.469727,9255.879883,8891.049805,9119.009766,9119.009766,7713019904
2018-05-02,9104.599609,9256.519531,9015.139648,9235.919922,9235.919922,7558159872
2018-05-03,9233.969727,9798.330078,9188.150391,9743.860352,9743.860352,10207299584
2018-05-04,9695.500000,9779.200195,9585.959961,9700.759766,9700.759766,8217829888
2018-05-05,9700.280273,9964.500000,9695.120117,9858.150391,9858.150391,7651939840
2018-05-06,9845.309570,9940.139648,9465.250000,9654.799805,9654.799805,7222280192
2018-05-07,9645.669922,9665.849609,9231.530273,9373.009766,9373.009766,7394019840
2018-05-08,9380.870117,9462.750000,9127.769531,9234.820313,9234.820313,7415869952
2018-05-09,9223.730469,9374.759766,9031.620117,9325.179688,9325.179688,7226890240
2018-05-10,9325.959961,9396.040039,9040.519531,9043.940430,9043.940430,6906699776
2018-05-11,9052.959961,9052.959961,8394.459961,8441.490234,8441.490234,8488520192
2018-05-12,8441.440430,8664.860352,8223.500000,8504.889648,8504.889648,6821380096
2018-05-13,8515.490234,8773.549805,8395.120117,8723.940430,8723.940430,5866379776
2018-05-14,8713.099609,8881.120117,8367.969727,8716.790039,8716.790039,7364149760
2018-05-15,8705.190430,8836.190430,8456.450195,8510.379883,8510.379883,6705710080
2018-05-16,8504.410156,8508.429688,8175.490234,8368.830078,8368.830078,6760220160
2018-05-17,8370.049805,8445.540039,8054.120117,8094.319824,8094.319824,5862530048
2018-05-18,8091.830078,8274.120117,7974.819824,8250.969727,8250.969727,5764190208
2018-05-19,8255.730469,8372.059570,8183.350098,8247.179688,8247.179688,4712399872
2018-05-20,8246.990234,8562.410156,8205.240234,8513.250000,8513.250000,5191059968
2018-05-21,8522.330078,8557.519531,8365.120117,8418.990234,8418.990234,5154990080
2018-05-22,8419.870117,8423.250000,8004.580078,8041.779785,8041.779785,5137010176
2018-05-23,8037.080078,8054.660156,7507.879883,7557.819824,7557.819824,6491120128
2018-05-24,7561.120117,7738.600098,7331.140137,7587.339844,7587.339844,6049220096
2018-05-25,7592.299805,7659.140137,7392.649902,7480.140137,7480.140137,4867829760
2018-05-26,7486.479980,7595.160156,7349.120117,7355.879883,7355.879883,4051539968
2018-05-27,7362.080078,7381.740234,7270.959961,7368.220215,7368.220215,4056519936
2018-05-28,7371.310059,7419.049805,7100.890137,7135.990234,7135.990234,5040600064
2018-05-29,7129.459961,7526.419922,7090.680176,7472.589844,7472.589844,5662660096
2018-05-30,7469.729980,7573.770020,7313.600098,7406.520020,7406.520020,4922540032
2018-05-31,7406.149902,7608.899902,7361.129883,7494.169922,7494.169922,5127130112
2018-06-01,7500.700195,7604.729980,7407.339844,7541.450195,7541.450195,4921460224
2018-06-02,7536.720215,7695.830078,7497.259766,7643.450195,7643.450195,4939299840
2018-06-03,7632.089844,7754.890137,7613.040039,7720.250000,7720.250000,4851760128
2018-06-04,7722.529785,7753.819824,7474.040039,7514.470215,7514.470215,4993169920
2018-06-05,7500.899902,7643.229980,7397.000000,7633.759766,7633.759766,4961739776
2018-06-06,7625.970215,7680.430176,7502.009766,7653.979980,7653.979980,4692259840
2018-06-07,7650.819824,7741.270020,7650.819824,7678.240234,7678.240234,4485799936
2018-06-08,7685.140137,7698.189941,7558.399902,7624.919922,7624.919922,4227579904
2018-06-09,7632.520020,7683.580078,7531.979980,7531.979980,7531.979980,3845220096
2018-06-10,7499.549805,7499.549805,6709.069824,6786.020020,6786.020020,5804839936
2018-06-11,6799.290039,6910.180176,6706.629883,6906.919922,6906.919922,4745269760
2018-06-12,6905.819824,6907.959961,6542.080078,6582.359863,6582.359863,4654380032
2018-06-13,6596.879883,6631.660156,6285.629883,6349.899902,6349.899902,5052349952
2018-06-14,6342.750000,6707.140137,6334.459961,6675.350098,6675.350098,5138710016
2018-06-15,6674.080078,6681.080078,6433.870117,6456.580078,6456.580078,3955389952
2018-06-16,6455.450195,6592.490234,6402.290039,6550.160156,6550.160156,3194170112
2018-06-17,6545.529785,6589.109863,6499.270020,6499.270020,6499.270020,3104019968
2018-06-18,6510.069824,6781.140137,6446.680176,6734.819824,6734.819824,4039200000
2018-06-19,6742.390137,6822.500000,6709.919922,6769.939941,6769.939941,4057029888
2018-06-20,6770.759766,6821.560059,6611.879883,6776.549805,6776.549805,3888640000
2018-06-21,6780.089844,6810.939941,6715.169922,6729.740234,6729.740234,3529129984
2018-06-22,6737.879883,6747.080078,6006.600098,6083.689941,6083.689941,5079810048
2018-06-23,6090.100098,6224.819824,6071.810059,6162.479980,6162.479980,3431360000
2018-06-24,6164.279785,6223.779785,5826.410156,6173.229980,6173.229980,4566909952
2018-06-25,6171.970215,6327.370117,6119.680176,6249.180176,6249.180176,5500810240
2018-06-26,6253.549805,6290.160156,6093.669922,6093.669922,6093.669922,3279759872
2018-06-27,6084.399902,6180.000000,6052.850098,6157.129883,6157.129883,3296219904
2018-06-28,6153.160156,6170.410156,5873.049805,5903.439941,5903.439941,3467800064
2018-06-29,5898.129883,6261.660156,5835.750000,6218.299805,6218.299805,3966230016
2018-06-30,6214.220215,6465.509766,6214.220215,6404.000000,6404.000000,4543860224
2018-07-01,6411.680176,6432.850098,6289.290039,6385.819824,6385.819824,4788259840
2018-07-02,6380.379883,6683.859863,6305.700195,6614.180176,6614.180176,4396930048
2018-07-03,6596.660156,6671.370117,6447.750000,6529.589844,6529.589844,4672309760
2018-07-04,6550.870117,6771.919922,6450.459961,6597.549805,6597.549805,4176689920
2018-07-05,6599.709961,6749.540039,6546.649902,6639.140137,6639.140137,4999240192
2018-07-06,6638.689941,6700.939941,6533.549805,6673.500000,6673.500000,4313959936
2018-07-07,6668.709961,6863.990234,6579.240234,6856.930176,6856.930176,3961080064
2018-07-08,6857.799805,6885.910156,6747.979980,6773.879883,6773.879883,3386210048
2018-07-09,6775.080078,6838.680176,6724.339844,6741.750000,6741.750000,3718129920
2018-07-10,6739.209961,6767.740234,6320.720215,6329.950195,6329.950195,4052430080
2018-07-11,6330.770020,6444.959961,6330.470215,6394.709961,6394.709961,3644859904
2018-07-12,6396.779785,6397.100098,6136.419922,6228.810059,6228.810059,3770170112
2018-07-13,6235.029785,6310.549805,6192.240234,6238.049805,6238.049805,3805400064
2018-07-14,6247.500000,6298.189941,6212.220215,6276.120117,6276.120117,2923670016
2018-07-15,6272.700195,6403.459961,6256.509766,6359.640137,6359.640137,3285459968
2018-07-16,6357.009766,6741.750000,6357.009766,6741.750000,6741.750000,4725799936
2018-07-17,6739.649902,7387.240234,6684.169922,7321.040039,7321.040039,5961950208
2018-07-18,7315.319824,7534.990234,7280.470215,7370.779785,7370.779785,6103410176
2018-07-19,7378.200195,7494.459961,7295.459961,7466.859863,7466.859863,5111629824
2018-07-20,7467.399902,7594.669922,7323.259766,7354.129883,7354.129883,4936869888
2018-07-21,7352.720215,7437.640137,7262.410156,7419.290039,7419.290039,3726609920
2018-07-22,7417.799805,7537.950195,7383.819824,7418.490234,7418.490234,3695460096
2018-07-23,7414.709961,7771.500000,7409.100098,7711.109863,7711.109863,5132480000
2018-07-24,7716.509766,8424.269531,7705.500000,8424.269531,8424.269531,7277689856
2018-07-25,8379.660156,8416.870117,8086.359863,8181.390137,8181.390137,5845400064
2018-07-26,8176.850098,8290.330078,7878.709961,7951.580078,7951.580078,4899089920
2018-07-27,7950.399902,8262.660156,7839.759766,8165.009766,8165.009766,5195879936
2018-07-28,8169.060059,8222.849609,8110.770020,8192.150391,8192.150391,3988750080
2018-07-29,8205.820313,8272.259766,8141.180176,8218.459961,8218.459961,4107190016
2018-07-30,8221.580078,8235.500000,7917.500000,8180.479980,8180.479980,5551400000
2018-07-31,8181.200195,8181.529785,7696.930176,7780.439941,7780.439941,5287530000
2018-08-01,7769.040039,7769.040039,7504.950195,7624.910156,7624.910156,4797620000
2018-08-02,7634.189941,7712.770020,7523.439941,7567.149902,7567.149902,4214110000
2018-08-03,7562.140137,7562.140137,7328.649902,7434.390137,7434.390137,4627150000
2018-08-04,7438.669922,7497.490234,6984.069824,7032.850098,7032.850098,4268390000
2018-08-05,7031.080078,7102.770020,6940.700195,7068.479980,7068.479980,3679110000
2018-08-06,7062.939941,7166.549805,6890.540039,6951.799805,6951.799805,3925900000
2018-08-07,6958.319824,7146.560059,6748.240234,6753.120117,6753.120117,4682800000
2018-08-08,6746.850098,6746.850098,6226.220215,6305.799805,6305.799805,5064430000
2018-08-09,6305.560059,6625.729980,6249.069824,6568.229980,6568.229980,4267040000
2018-08-10,6571.419922,6591.259766,6124.520020,6184.709961,6184.709961,4528680000
2018-08-11,6185.790039,6455.740234,6109.029785,6295.729980,6295.729980,4047850000
2018-08-12,6283.649902,6409.850098,6237.500000,6322.689941,6322.689941,5665250000
2018-08-13,6341.359863,6537.049805,6225.720215,6297.569824,6297.569824,4083980000
2018-08-14,6287.660156,6287.939941,5971.049805,6199.709961,6199.709961,5301700000
2018-08-15,6221.419922,6588.490234,6221.419922,6308.520020,6308.520020,4895450000
2018-08-16,6294.229980,6473.500000,6276.410156,6334.729980,6334.729980,4328420000
2018-08-17,6340.910156,6582.500000,6324.970215,6580.629883,6580.629883,4992990000
2018-08-18,6583.430176,6617.350098,6353.729980,6423.759766,6423.759766,3984520000
2018-08-19,6422.569824,6537.979980,6361.549805,6506.069824,6506.069824,3311170000
2018-08-20,6500.509766,6536.919922,6297.930176,6308.529785,6308.529785,3665100000
2018-08-21,6301.069824,6500.870117,6298.240234,6488.759766,6488.759766,3377180000
2018-08-22,6486.250000,6816.790039,6310.109863,6376.709961,6376.709961,4668110000
2018-08-23,6371.339844,6546.540039,6371.339844,6534.879883,6534.879883,3426180000
2018-08-24,6551.520020,6719.959961,6498.640137,6719.959961,6719.959961,4097820000
2018-08-25,6719.950195,6789.629883,6700.959961,6763.189941,6763.189941,3312600000
2018-08-26,6754.640137,6774.750000,6620.750000,6707.259766,6707.259766,3295500000
2018-08-27,6710.799805,6884.640137,6689.709961,6884.640137,6884.640137,4019000000
2018-08-28,6891.080078,7109.560059,6882.339844,7096.279785,7096.279785,4659940000
2018-08-29,7091.709961,7113.299805,6970.819824,7047.160156,7047.160156,4145880000
2018-08-30,7043.759766,7072.689941,6834.689941,6978.229980,6978.229980,4463250000
2018-08-31,6973.970215,7057.169922,6920.160156,7037.580078,7037.580078,4495650000
2018-09-01,7044.810059,7242.290039,7038.049805,7193.250000,7193.250000,4116050000
2018-09-02,7189.580078,7306.310059,7132.160156,7272.720215,7272.720215,4329540000
2018-09-03,7279.029785,7317.939941,7208.149902,7260.060059,7260.060059,4087760000
2018-09-04,7263.000000,7388.259766,7255.439941,7361.660156,7361.660156,4273640000
2018-09-05,7361.459961,7388.430176,6792.830078,6792.830078,6792.830078,5800460000
2018-09-06,6755.140137,6755.140137,6404.720215,6529.169922,6529.169922,5523470000
2018-09-07,6528.919922,6555.290039,6396.870117,6467.069824,6467.069824,4264680000
2018-09-08,6460.169922,6534.250000,6197.520020,6225.979980,6225.979980,3835060000
2018-09-09,6223.379883,6446.259766,6201.220215,6300.859863,6300.859863,3671890000
2018-09-10,6301.569824,6374.979980,6292.759766,6329.700195,6329.700195,3714100000
2018-09-11,6331.879883,6398.919922,6260.209961,6321.200195,6321.200195,3849910000
2018-09-12,6317.009766,6363.870117,6265.089844,6351.799805,6351.799805,4064230000
2018-09-13,6354.240234,6535.410156,6354.240234,6517.310059,6517.310059,4210910000
2018-09-14,6515.410156,6596.100098,6456.169922,6512.709961,6512.709961,4076220000
2018-09-15,6509.399902,6561.720215,6493.549805,6543.200195,6543.200195,3216300000
2018-09-16,6536.680176,6544.330078,6460.100098,6517.180176,6517.180176,3273730000
2018-09-17,6514.060059,6540.209961,6257.520020,6281.200195,6281.200195,3910780000
2018-09-18,6280.910156,6384.180176,6265.709961,6371.299805,6371.299805,4180090000
2018-09-19,6371.850098,6448.459961,6208.339844,6398.540039,6398.540039,4431340000
2018-09-20,6398.850098,6529.259766,6395.950195,6519.669922,6519.669922,4348110000
2018-09-21,6513.870117,6794.330078,6496.359863,6734.950195,6734.950195,6531940000
2018-09-22,6735.049805,6814.560059,6616.799805,6721.979980,6721.979980,4509660000
2018-09-23,6715.319824,6766.149902,6679.419922,6710.629883,6710.629883,4197500000
2018-09-24,6704.770020,6713.560059,6580.899902,6595.410156,6595.410156,4177310000
2018-09-25,6603.640137,6603.640137,6381.859863,6446.470215,6446.470215,4726180000
2018-09-26,6452.790039,6585.910156,6397.890137,6495.000000,6495.000000,4437300000
2018-09-27,6495.290039,6712.100098,6464.950195,6676.750000,6676.750000,4606810000
2018-09-28,6678.750000,6785.029785,6598.319824,6644.129883,6644.129883,5014430000
2018-09-29,6643.100098,6643.100098,6511.649902,6601.959961,6601.959961,4363690000
2018-09-30,6604.709961,6643.779785,6566.540039,6625.560059,6625.560059,4002280000
2018-10-01,6619.850098,6653.299805,6549.080078,6589.620117,6589.620117,4000970000
2018-10-02,6593.240234,6611.839844,6537.899902,6556.100098,6556.100098,3979260000
2018-10-03,6553.859863,6571.459961,6454.029785,6502.589844,6502.589844,3887310000
2018-10-04,6497.910156,6603.310059,6497.910156,6576.689941,6576.689941,3838410000
2018-10-05,6574.149902,6623.620117,6557.410156,6622.479980,6622.479980,3671500000
2018-10-06,6622.450195,6628.540039,6577.799805,6588.310059,6588.310059,3259740000
2018-10-07,6590.680176,6641.490234,6557.040039,6602.950195,6602.950195,3306630000
2018-10-08,6600.189941,6675.060059,6576.040039,6652.229980,6652.229980,3979460000
2018-10-09,6653.080078,6661.410156,6606.939941,6642.640137,6642.640137,3580810000
2018-10-10,6640.290039,6640.290039,6538.959961,6585.529785,6585.529785,3787650000
2018-10-11,6586.740234,6586.740234,6243.740234,6256.240234,6256.240234,5181640000
2018-10-12,6239.250000,6328.500000,6236.470215,6274.580078,6274.580078,3783500000
2018-10-13,6278.080078,6308.509766,6259.810059,6285.990234,6285.990234,3064030000
2018-10-14,6288.490234,6363.209961,6280.149902,6290.930176,6290.930176,3085320000
2018-10-15,6292.640137,6965.060059,6258.680176,6596.540039,6596.540039,7370770000
2018-10-16,6601.410156,6673.589844,6571.370117,6596.109863,6596.109863,4074800000
2018-10-17,6590.520020,6601.209961,6517.450195,6544.430176,6544.430176,4088420000
2018-10-18,6542.330078,6567.540039,6450.040039,6476.709961,6476.709961,3924080000
2018-10-19,6478.069824,6493.680176,6445.310059,6465.410156,6465.410156,3578870000
2018-10-20,6460.919922,6497.720215,6449.000000,6489.189941,6489.189941,3379130000
2018-10-21,6490.089844,6556.379883,6476.000000,6482.350098,6482.350098,3253610000
2018-10-22,6486.049805,6543.799805,6462.979980,6487.160156,6487.160156,3672860000
2018-10-23,6472.359863,6506.009766,6451.270020,6475.740234,6475.740234,3716150000
2018-10-24,6478.890137,6521.990234,6468.859863,6495.839844,6495.839844,3424670000
2018-10-25,6484.649902,6504.649902,6447.029785,6476.290039,6476.290039,3230550000
2018-10-26,6468.439941,6498.290039,6449.609863,6474.750000,6474.750000,3306050000
2018-10-27,6480.839844,6507.410156,6453.529785,6480.379883,6480.379883,3393250000
2018-10-28,6482.660156,6502.279785,6447.910156,6486.390137,6486.390137,3445190000
2018-10-29,6492.350098,6503.600098,6306.990234,6332.629883,6332.629883,4199910000
2018-10-30,6337.040039,6364.990234,6310.140137,6334.270020,6334.270020,3781100000
2018-10-31,6336.990234,6349.160156,6316.879883,6317.609863,6317.609863,4191240000
2018-11-01,6318.140137,6547.140137,6311.830078,6377.779785,6377.779785,3789400000
2018-11-02,6378.919922,6396.859863,6327.379883,6388.439941,6388.439941,4234870000
2018-11-03,6387.240234,6400.069824,6342.370117,6361.259766,6361.259766,3658640000
2018-11-04,6365.470215,6388.629883,6294.569824,6376.129883,6376.129883,4390020000
2018-11-05,6363.620117,6480.589844,6363.620117,6419.660156,6419.660156,4174800000
2018-11-06,6433.379883,6463.549805,6408.160156,6461.009766,6461.009766,4700040000
2018-11-07,6468.500000,6552.160156,6468.310059,6530.140137,6530.140137,4941260000
2018-11-08,6522.270020,6536.919922,6438.529785,6453.720215,6453.720215,4665260000
2018-11-09,6442.600098,6456.459961,6373.370117,6385.620117,6385.620117,4346820000
2018-11-10,6386.129883,6437.279785,6385.310059,6409.220215,6409.220215,3705320000
2018-11-11,6413.629883,6423.250000,6350.169922,6411.270020,6411.270020,3939060000
2018-11-12,6411.759766,6434.209961,6360.470215,6371.270020,6371.270020,4295770000
2018-11-13,6373.189941,6395.270020,6342.669922,6359.490234,6359.490234,4503800000
2018-11-14,6351.240234,6371.549805,5544.089844,5738.350098,5738.350098,7398940000
2018-11-15,5736.149902,5774.819824,5358.379883,5648.029785,5648.029785,7032140000
2018-11-16,5645.319824,5657.020020,5498.939941,5575.549805,5575.549805,5279320000
2018-11-17,5578.580078,5578.580078,5519.560059,5554.330078,5554.330078,4303150000
2018-11-18,5559.740234,5653.609863,5559.740234,5623.540039,5623.540039,4159680000
2018-11-19,5620.779785,5620.779785,4842.910156,4871.490234,4871.490234,7039560000
2018-11-20,4863.930176,4951.609863,4272.109863,4451.870117,4451.870117,8428290000
2018-11-21,4465.540039,4675.729980,4343.979980,4602.169922,4602.169922,6120120000
2018-11-22,4611.569824,4629.640137,4365.640137,4365.939941,4365.939941,4569370000
2018-11-23,4360.700195,4396.419922,4195.680176,4347.109863,4347.109863,4871490000
2018-11-24,4347.689941,4413.089844,3795.159912,3880.760010,3880.760010,4679500000
2018-11-25,3880.780029,4120.870117,3585.060059,4009.969971,4009.969971,6825640000
2018-11-26,4015.070068,4107.140137,3643.919922,3779.129883,3779.129883,6476900000
2018-11-27,3765.949951,3862.959961,3661.010010,3820.719971,3820.719971,5998720000
2018-11-28,3822.469971,4385.899902,3822.469971,4257.419922,4257.419922,7280280000
2018-11-29,4269.004395,4413.020508,4145.765137,4278.846680,4278.846680,6503347767
2018-11-30,4289.088867,4322.976563,3942.822021,4017.268555,4017.268555,6048016717
2018-12-01,4024.464355,4309.377441,3969.710693,4214.671875,4214.671875,5375314093
2018-12-02,4200.733398,4301.519531,4110.978516,4139.877930,4139.877930,5262697895
2018-12-03,4147.323730,4155.979492,3840.446289,3894.130859,3894.130859,5089570994
2018-12-04,3886.294922,4075.627686,3832.750000,3956.893799,3956.893799,5028069239
2018-12-05,3958.894775,3969.535889,3753.994873,3753.994873,3753.994873,5302481574
2018-12-06,3754.074463,3874.966064,3521.101807,3521.101807,3521.101807,5878333109
2018-12-07,3512.590332,3512.590332,3280.228760,3419.937256,3419.937256,6835615448
2018-12-08,3421.910400,3506.043457,3350.650635,3476.114746,3476.114746,5305024497
2018-12-09,3473.227539,3685.305664,3469.094238,3614.234375,3614.234375,4947372847
2018-12-10,3612.046387,3647.332520,3470.144531,3502.656006,3502.656006,5020968740
2018-12-11,3497.554688,3513.185059,3392.250000,3424.588135,3424.588135,4696765188
2018-12-12,3421.458252,3534.228516,3413.481445,3486.950195,3486.950195,4139364829
2018-12-13,3487.879395,3489.739502,3298.132080,3313.677246,3313.677246,4343372456
2018-12-14,3311.751953,3329.555908,3206.542236,3242.484863,3242.484863,4372763663
2018-12-15,3243.997559,3275.377930,3191.303467,3236.761719,3236.761719,3551763561
2018-12-16,3236.274658,3305.753174,3233.819824,3252.839111,3252.839111,3744248994
2018-12-17,3253.123047,3597.917969,3253.123047,3545.864746,3545.864746,5409247918
2018-12-18,3544.761475,3701.349365,3487.169189,3696.059082,3696.059082,5911325473
2018-12-19,3706.824951,3949.322998,3687.229980,3745.950684,3745.950684,6810689119
2018-12-20,3742.195068,4191.228516,3728.974609,4134.441406,4134.441406,8927129279
2018-12-21,4133.703613,4198.429688,3850.946289,3896.543701,3896.543701,7206015706
2018-12-22,3898.083740,4014.182617,3855.739014,4014.182617,4014.182617,5605823233
2018-12-23,4020.994629,4085.723633,3976.405762,3998.980225,3998.980225,6151275490
2018-12-24,4000.331787,4271.792480,4000.331787,4078.599121,4078.599121,7240968501
2018-12-25,4081.030518,4089.561523,3760.020508,3815.490723,3815.490723,6158207293
2018-12-26,3819.666748,3893.359619,3769.863770,3857.297607,3857.297607,5326547918
2018-12-27,3854.688477,3874.416992,3645.448486,3654.833496,3654.833496,5130222366
2018-12-28,3653.131836,3956.135986,3642.632080,3923.918701,3923.918701,5631554348
2018-12-29,3932.491699,3963.758789,3820.408691,3820.408691,3820.408691,4991655917
2018-12-30,3822.384766,3901.908936,3797.219238,3865.952637,3865.952637,4770578575
2018-12-31,3866.839111,3868.742920,3725.867432,3742.700439,3742.700439,4661840806
2019-01-01,3746.713379,3850.913818,3707.231201,3843.520020,3843.520020,4324200990
2019-01-02,3849.216309,3947.981201,3817.409424,3943.409424,3943.409424,5244856836
2019-01-03,3931.048584,3935.685059,3826.222900,3836.741211,3836.741211,4530215219
2019-01-04,3832.040039,3865.934570,3783.853760,3857.717529,3857.717529,4847965467
2019-01-05,3851.973877,3904.903076,3836.900146,3845.194580,3845.194580,5137609824
2019-01-06,3836.519043,4093.297363,3826.513184,4076.632568,4076.632568,5597027440
2019-01-07,4078.584961,4092.613525,4020.894043,4025.248291,4025.248291,5228625637
2019-01-08,4028.472168,4109.020996,3996.955322,4030.847900,4030.847900,5306593305
2019-01-09,4031.552002,4068.403564,4022.662842,4035.296387,4035.296387,5115905225
2019-01-10,4034.411377,4064.066650,3659.174561,3678.924561,3678.924561,6874143796
2019-01-11,3674.015381,3713.881836,3653.069824,3687.365479,3687.365479,5538712865
2019-01-12,3686.973145,3698.978271,3653.810791,3661.301025,3661.301025,4778170883
2019-01-13,3658.868164,3674.760010,3544.927246,3552.953125,3552.953125,4681302466
2019-01-14,3557.311035,3727.836182,3552.285156,3706.052246,3706.052246,5651384490
2019-01-15,3704.216309,3720.153320,3619.949219,3630.675293,3630.675293,5537192302
2019-01-16,3631.509766,3685.777100,3624.673340,3655.006836,3655.006836,5394457145
2019-01-17,3651.871094,3680.135986,3621.960938,3678.563965,3678.563965,5464420383
2019-01-18,3677.990479,3682.520020,3637.080811,3657.839355,3657.839355,5002961727
2019-01-19,3652.377930,3758.533447,3652.377930,3728.568359,3728.568359,5955691380
2019-01-20,3725.446045,3743.387939,3583.019531,3601.013672,3601.013672,5582489560
2019-01-21,3600.372803,3608.840820,3558.537109,3576.032471,3576.032471,5004347059
2019-01-22,3575.081299,3620.746582,3539.721436,3604.577148,3604.577148,5313623556
2019-01-23,3605.557129,3623.067871,3565.313965,3585.123047,3585.123047,5433755649
2019-01-24,3584.500244,3616.087402,3569.092773,3600.865479,3600.865479,5262869046
2019-01-25,3607.390381,3612.927734,3575.597412,3599.765869,3599.765869,5265847539
2019-01-26,3599.715332,3654.933105,3593.345947,3602.460449,3602.460449,5098183235
2019-01-27,3604.687256,3612.671387,3567.245850,3583.965820,3583.965820,5570752966
2019-01-28,3584.283203,3586.750977,3439.232910,3470.450439,3470.450439,6908930483
2019-01-29,3468.870117,3476.065430,3400.819824,3448.116943,3448.116943,5897159493
2019-01-30,3443.896973,3495.174805,3429.387939,3486.181641,3486.181641,5955112627
2019-01-31,3485.409180,3504.804932,3447.915771,3457.792725,3457.792725,5831198271
2019-02-01,3460.547119,3501.954102,3431.591553,3487.945313,3487.945313,5422926707
2019-02-02,3484.625977,3523.287354,3467.574707,3521.060791,3521.060791,5071623601
2019-02-03,3516.139648,3521.388184,3447.924316,3464.013428,3464.013428,5043937584
2019-02-04,3467.211670,3476.223877,3442.586914,3459.154053,3459.154053,5332718886
2019-02-05,3454.950928,3478.148193,3451.937012,3466.357422,3466.357422,5227549545
2019-02-06,3469.091797,3469.091797,3398.565430,3413.767822,3413.767822,5482196038
2019-02-07,3414.929443,3427.945557,3394.218506,3399.471680,3399.471680,5004962683
2019-02-08,3401.376465,3695.614014,3391.023682,3666.780273,3666.780273,7735623101
2019-02-09,3671.585938,3679.941406,3646.559326,3671.203613,3671.203613,6158833645
2019-02-10,3673.201416,3695.036133,3640.979980,3690.188232,3690.188232,6282256903
2019-02-11,3695.613037,3695.613037,3642.287842,3648.430664,3648.430664,6277056434
2019-02-12,3642.751953,3668.586914,3618.556885,3653.528564,3653.528564,6480384532
2019-02-13,3653.604004,3669.746582,3617.246338,3632.070557,3632.070557,6438903823
2019-02-14,3631.170166,3646.256592,3607.697754,3616.880859,3616.880859,6271044418
2019-02-15,3617.368408,3647.795166,3608.206543,3620.810791,3620.810791,6091952231
2019-02-16,3615.270264,3652.841309,3615.270264,3629.787598,3629.787598,5934744052
2019-02-17,3633.359375,3680.537354,3619.182129,3673.836182,3673.836182,7039512503
2019-02-18,3671.369873,3936.665039,3669.982422,3915.714355,3915.714355,9908216640
2019-02-19,3911.661621,4010.879395,3908.153076,3947.094482,3947.094482,9933626655
2019-02-20,3946.685059,4000.486328,3926.246826,3999.820557,3999.820557,8693373948
2019-02-21,4000.256836,4010.009521,3940.108154,3954.118164,3954.118164,7775128102
2019-02-22,3952.406494,4006.538330,3950.816406,4005.526611,4005.526611,7826525254
2019-02-23,3998.916260,4166.286133,3968.726807,4142.526855,4142.526855,8922258316
2019-02-24,4145.458008,4210.641602,3793.708984,3810.427490,3810.427490,10794227451
2019-02-25,3807.002441,3913.707275,3807.002441,3882.696289,3882.696289,9318796067
2019-02-26,3878.697266,3891.578857,3837.986328,3854.357910,3854.357910,7931218996
2019-02-27,3857.479736,3888.802490,3787.058838,3851.047363,3851.047363,8301309684
2019-02-28,3848.261963,3906.058350,3845.821289,3854.785400,3854.785400,8399767798
2019-03-01,3853.757080,3907.795410,3851.692383,3859.583740,3859.583740,7661247975
2019-03-02,3855.318115,3874.607422,3832.127930,3864.415039,3864.415039,7578786076
2019-03-03,3862.266113,3875.483643,3836.905762,3847.175781,3847.175781,7253558152
2019-03-04,3845.091553,3867.381836,3733.749756,3761.557129,3761.557129,9029175788
2019-03-05,3759.832520,3903.916748,3745.183105,3896.375000,3896.375000,10174126415
2019-03-06,3897.081055,3919.510498,3871.460693,3903.942627,3903.942627,9175291529
2019-03-07,3903.384766,3939.373291,3894.113037,3911.484375,3911.484375,9584165519
2019-03-08,3913.225830,3950.432129,3875.228516,3901.131592,3901.131592,10638638944
2019-03-09,3894.552490,3987.237793,3892.390381,3963.313721,3963.313721,10796103518
2019-03-10,3966.174316,3966.174316,3924.381104,3951.599854,3951.599854,9713267607
2019-03-11,3953.740234,3966.384766,3889.239014,3905.227295,3905.227295,10125901903
2019-03-12,3903.758301,3926.889160,3863.559082,3909.156250,3909.156250,9809887079
2019-03-13,3913.047363,3926.597656,3891.904297,3906.717285,3906.717285,9469184841
2019-03-14,3905.576904,3946.504395,3901.296875,3924.369141,3924.369141,10480789570
2019-03-15,3926.663330,3968.542969,3914.015381,3960.911133,3960.911133,9394210605
2019-03-16,3963.900146,4077.036377,3961.657471,4048.725830,4048.725830,9856166973
2019-03-17,4047.719482,4054.122070,4006.411133,4025.229004,4025.229004,8221625400
2019-03-18,4029.968506,4071.556641,4009.117188,4032.507324,4032.507324,9646954186
2019-03-19,4032.691895,4082.216064,4023.812500,4071.190186,4071.190186,9344919956
2019-03-20,4070.793945,4089.461914,4031.110840,4087.476318,4087.476318,10175916388
2019-03-21,4083.953857,4097.359863,4005.151367,4029.326904,4029.326904,10831212662
2019-03-22,4028.514648,4053.906738,4021.542480,4023.968262,4023.968262,9252935969
2019-03-23,4022.713379,4049.882568,4015.964600,4035.826416,4035.826416,9578850549
2019-03-24,4035.163574,4040.699707,4006.192871,4022.168213,4022.168213,9144851065
2019-03-25,4024.112793,4038.840820,3934.031250,3963.070557,3963.070557,10359818883
2019-03-26,3969.228760,3985.080811,3944.753174,3985.080811,3985.080811,10707678815
2019-03-27,3984.244873,4087.066162,3977.810547,4087.066162,4087.066162,10897131934
